"VendorID","pickup_date","pickup_weekday","is_Sunday","is_Saturday","pickup_time","pickup_hour","pickup_dayhour","dropoff_date","dropoff_time","dropoff_hour","passenger_count","trip_distance","pickup_longitude","pickup_latitude","RateCodeID","store_and_fwd_flag","dropoff_longitude","dropoff_latitude","payment_type","payment_card","payment_cash","fare_amount","extra","mta_tax","tip_amount","tolls_amount","improvement_surcharge","total_amount","Zipcode","STATION","STATION_NAME","DATE","PRCP","SNWD","SNOW","TMAX","TMIN","AWND","X2010.Population","Land.Sq.Mi","Density.Per.Sq.Mile","UnempRate","numb_sample","AreaName","Place.","State.","Population.","Housing","pctWhite","pctBlack","pctAI.AN","pctAsian","pctNHOPI","pctOthRace","pct2.Races","pctHispanic","DAHR","DA","HR","dayhour","DIR","SPD","GUS","CLG","SKC","VSB","TEMP","DEWP","MAX","MIN","PCP01"
2,"5/20/2015",4,0,0,"7:14:00 AM",7,"20/7","5/20/2015","7:17:00",7,1,0.82,-73.99790192,40.74596024,1,"N",-74.00422668,40.74584961,2,0,1,5,0,0.5,0,0,0.3,5.8,10011,"GHCND:USW00094728","NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US","5/20/2015",0,0,0,194,122,31,50984,0.661,77131.61876,"7%",46908,"New York",51000,"NY",50,984,33,252,80.3,4.6,0.2,8.9,0.1,2.9,207,20,7,"20/7",320,14,NA,722,"CLR",10,61,43,NA,NA,0
2,"5/28/2015",5,0,0,"8:39:00 AM",8,"28/8","5/28/2015","9:01:00",9,1,2.67,-73.98752594,40.73281097,1,"N",-73.97864532,40.76244354,2,0,1,15,0,0.5,0,0,0.3,15.8,10003,"GHCND:USW00094728","NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US","5/28/2015",0,0,0,294,211,18,56024,0.576,97263.88889,"7%",52037,"New York",51000,"NY",56,24,31,78,76.4,3.5,0.2,14.4,0,2.2,288,28,8,"28/8",180,5,NA,55,"",10,60,56,NA,NA,0
1,"5/7/2015",5,0,0,"9:30:00 AM",9,"7/9","5/7/2015","9:45:00",9,1,1,-73.99490356,40.75020218,1,"N",-73.98052216,40.75175858,1,1,0,10.5,0,0.5,2.25,0,0.3,13.55,10001,"GHCND:USW00094728","NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US","5/7/2015",0,0,0,267,133,10,21102,0.614,34368.07818,"9%",19050,"New York",51000,"NY",21,102,12,476,65,9,0.4,16.8,0,5,79,7,9,"7/9",NA,0,NA,NA,"",10,53,46,NA,NA,NA
2,"5/9/2015",7,0,1,"1:20:00 AM",1,"9/1","5/9/2015","1:27:00",1,1,1.41,-73.92298889,40.75548172,1,"N",-73.91527557,40.74612045,2,0,1,7,0.5,0.5,0,0,0.3,8.3,11101,"GHCND:USW00094728","NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US","5/9/2015",0,0,0,211,139,19,25484,2.613,9752.774589,"12%",19376,"New York",51000,"NY",25,484,12,317,42.5,20.8,0.7,16,0.1,15.5,91,9,1,"9/1",150,6,NA,5,"",9.1,61,55,NA,NA,NA
1,"5/22/2015",6,0,0,"9:37:00 PM",21,"22/21","5/22/2015","21:44:00",21,1,1.8,-73.98835754,40.7590065,1,"N",-73.98781586,40.77958298,1,1,0,8,0.5,0.5,2,0,0.3,11.3,10036,"GHCND:USW00094728","NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US","5/22/2015",0,0,0,233,128,27,24711,0.441,56034.01361,"10%",21102,"New York",51000,"NY",24,711,17,958,63.7,9.3,0.4,17.1,0.1,5.8,2221,22,21,"22/21",290,16,NA,NA,"BKN",10,73,38,NA,NA,NA
1,"5/20/2015",4,0,0,"10:40:00 AM",10,"20/10","5/20/2015","10:45:00",10,1,0.5,-73.96186829,40.759655,1,"N",-73.96172333,40.76532364,1,1,0,5,0,0.5,1.45,0,0.3,7.25,10022,"GHCND:USW00094728","NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US","5/20/2015",0,0,0,194,122,31,31924,0.428,74588.78505,"5%",26669,"New York",51000,"NY",31,924,23,485,86.4,1.9,0.1,9,0.1,0.9,2010,20,10,"20/10",300,9,NA,722,"SCT",10,59,43,NA,NA,0
2,"5/7/2015",5,0,0,"8:09:00 AM",8,"7/8","5/7/2015","8:18:00",8,5,1.22,-73.98571014,40.75054169,1,"N",-73.98471832,40.7590332,2,0,1,7.5,0,0.5,0,0,0.3,8.3,10018,"GHCND:USW00094728","NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US","5/7/2015",0,0,0,267,133,10,5229,0.322,16239.13043,"5%",4926,"New York",51000,"NY",5,229,4,425,57,7.6,0.3,25.7,0,6.2,78,7,8,"7/8",NA,0,NA,722,"CLR",10,53,46,NA,NA,0
2,"5/27/2015",4,0,0,"3:42:00 AM",3,"27/3","5/27/2015","4:03:00",4,1,6.97,-74.01200104,40.70734024,1,"N",-73.91494751,40.69927979,1,1,0,22.5,0.5,0.5,5.95,0,0.3,29.75,10005,"GHCND:USW00094728","NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US","5/27/2015",20,0,0,294,211,23,7135,0.071,100492.9577,"6%",4641,"New York",51000,"NY",7,135,5,317,70.1,3.4,0.1,20.7,0,2.2,273,27,3,"27/3",210,10,NA,NA,"BKN",10,63,57,NA,NA,NA
2,"5/23/2015",7,0,1,"6:49:00 PM",18,"23/18","5/23/2015","19:12:00",19,2,4.28,-73.99073029,40.72416687,1,"N",-74.00196075,40.68562317,2,0,1,18,0,0.5,0,0,0.3,18.8,10003,"GHCND:USW00094728","NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US","5/23/2015",0,0,0,211,94,20,56024,0.576,97263.88889,"7%",52037,"New York",51000,"NY",56,24,31,78,76.4,3.5,0.2,14.4,0,2.2,2318,23,18,"23/18",NA,5,NA,NA,"",10,65,20,65,53,NA
1,"5/7/2015",5,0,0,"8:04:00 PM",20,"7/20","5/7/2015","20:15:00",20,1,1.1,-74.00257111,40.75019073,1,"N",-74.00113678,40.74234009,1,1,0,8.5,0.5,0.5,1.95,0,0.3,11.75,10001,"GHCND:USW00094728","NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US","5/7/2015",0,0,0,267,133,10,21102,0.614,34368.07818,"9%",19050,"New York",51000,"NY",21,102,12,476,65,9,0.4,16.8,0,5,720,7,20,"7/20",180,9,NA,722,"SCT",10,68,43,NA,NA,0
2,"5/10/2015",1,1,0,"6:01:00 PM",18,"10/18","5/10/2015","18:44:00",18,5,17.01,-73.98980713,40.75273514,2,"N",-73.95315552,40.74131775,2,0,1,52,0,0.5,0,5.54,0.3,58.34,10018,"GHCND:USW00094728","NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US","5/10/2015",0,0,0,283,161,16,5229,0.322,16239.13043,"5%",4926,"New York",51000,"NY",5,229,4,425,57,7.6,0.3,25.7,0,6.2,1018,10,18,"10/18",180,11,NA,NA,"BKN",10,72,62,74,59,NA
2,"5/27/2015",4,0,0,"9:49:00 AM",9,"27/9","5/27/2015","10:04:00",10,1,1.96,-73.95349121,40.78249359,1,"N",-73.97360229,40.79709244,1,1,0,11.5,0,0.5,2,0,0.3,14.3,10128,"GHCND:USW00094728","NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US","5/27/2015",20,0,0,294,211,23,60453,0.465,130006.4516,"6%",51240,"New York",51000,"NY",60,453,35,240,80.4,4.7,0.2,9.6,0,2.4,279,27,9,"27/9",180,8,NA,NA,"SCT",10,61,57,NA,NA,NA
2,"5/10/2015",1,1,0,"11:17:00 AM",11,"10/11","5/10/2015","11:34:00",11,1,9.98,-73.97268677,40.75614166,1,"N",-73.86581421,40.77103424,1,1,0,27.5,0,0.5,6.77,5.54,0.3,40.61,10022,"GHCND:USW00094728","NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US","5/10/2015",0,0,0,283,161,16,31924,0.428,74588.78505,"5%",26669,"New York",51000,"NY",31,924,23,485,86.4,1.9,0.1,9,0.1,0.9,1011,10,11,"10/11",130,3,NA,18,"",5,61,59,NA,NA,NA
1,"5/15/2015",6,0,0,"10:36:00 PM",22,"15/22","5/15/2015","22:50:00",22,1,3.5,-74.0094986,40.71506882,1,"N",-73.99396515,40.75121307,2,0,1,14,0.5,0.5,0,0,0.3,15.3,10007,"GHCND:USW00094728","NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US","5/15/2015",0,0,0,239,128,15,6988,0.162,43135.80247,"5%",4969,"New York",51000,"NY",6,988,3,143,75.6,6.7,0.1,12.6,0.1,1.3,1522,15,22,"15/22",180,17,25,250,"",10,62,46,NA,NA,0
1,"5/18/2015",2,0,0,"11:43:00 PM",23,"18/23","5/18/2015","23:47:00",23,1,0.8,-73.98763275,40.76548386,1,"N",-73.98806,40.77476883,1,1,0,5.5,0.5,0.5,2,0,0.3,8.8,10019,"GHCND:USW00094728","NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US","5/18/2015",0,0,0,239,156,21,42870,0.687,62401.74672,"7%",37839,"New York",51000,"NY",42,870,31,404,69.3,5.5,0.3,16.7,0.1,4.7,1823,18,23,"18/23",90,11,NA,27,"",10,59,51,62,59,0
2,"5/16/2015",7,0,1,"2:15:00 PM",14,"16/14","5/16/2015","14:30:00",14,1,2.58,-73.95654297,40.77535629,1,"N",-73.98080444,40.74803925,2,0,1,12,0,0.5,0,0,0.3,12.8,10028,"GHCND:USW00094728","NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US","5/16/2015",76,0,0,239,139,9,45141,0.313,144220.4473,"5%",38852,"New York",51000,"NY",45,141,28,139,87.7,1.7,0.1,7.4,0,1.1,1614,16,14,"16/14",990,6,NA,110,"",10,64,58,NA,NA,0
1,"5/27/2015",4,0,0,"3:06:00 PM",15,"27/15","5/27/2015","15:26:00",15,1,1.9,-73.95481873,40.76919937,1,"N",-73.97786713,40.78294373,1,1,0,13.5,0,0.5,1,0,0.3,15.3,10021,"GHCND:USW00094728","NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US","5/27/2015",20,0,0,294,211,23,43631,0.379,115121.372,"3%",36500,"New York",51000,"NY",43,631,28,628,88,1.8,0.1,7.3,0,0.9,2715,27,15,"27/15",170,10,NA,NA,"OVC",10,68,59,NA,NA,NA
2,"5/6/2015",4,0,0,"4:06:00 PM",16,"6/16","5/6/2015","16:16:00",16,2,0.59,-73.95413208,40.76616287,1,"N",-73.96120453,40.76829147,1,1,0,7.5,1,0.5,1.86,0,0.3,11.16,10021,"GHCND:USW00094728","NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US","5/6/2015",0,0,0,228,150,22,43631,0.379,115121.372,"3%",36500,"New York",51000,"NY",43,631,28,628,88,1.8,0.1,7.3,0,0.9,616,6,16,"6/16",50,10,NA,70,"",10,67,41,NA,NA,0
2,"5/4/2015",2,0,0,"8:15:00 PM",20,"4/20","5/4/2015","20:32:00",20,1,3.22,-73.98994446,40.73371506,1,"N",-73.9883728,40.76926041,1,1,0,13,0.5,0.5,2.86,0,0.3,17.16,10003,"GHCND:USW00094728","NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US","5/4/2015",0,0,0,294,139,24,56024,0.576,97263.88889,"7%",52037,"New York",51000,"NY",56,24,31,78,76.4,3.5,0.2,14.4,0,2.2,420,4,20,"4/20",190,21,31,722,"SCT",10,71,47,NA,NA,0
2,"5/30/2015",7,0,1,"12:14:00 AM",0,"30/0","5/30/2015","0:26:00",0,3,1.61,-74.0153656,40.71622086,1,"N",-73.99486542,40.7214241,1,1,0,9.5,0.5,0.5,3.24,0,0.3,14.04,10282,"GHCND:USW00094728","NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US","5/30/2015",0,0,0,294,194,25,4783,0.069,69318.84058,"2%",3521,"New York",51000,"NY",4,783,2,484,78.5,2.4,0,13.5,0,1.9,300,30,0,"30/0",140,6,NA,NA,"BKN",10,66,58,80,64,NA
1,"5/11/2015",2,0,0,"6:27:00 PM",18,"11/18","5/11/2015","18:32:00",18,0,1.4,-73.9970932,40.74172974,1,"N",-74.00934601,40.72608566,1,1,0,6.5,1,0.5,1.65,0,0.3,9.95,10011,"GHCND:USW00094728","NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US","5/11/2015",0,0,0,289,211,17,50984,0.661,77131.61876,"7%",46908,"New York",51000,"NY",50,984,33,252,80.3,4.6,0.2,8.9,0.1,2.9,1118,11,18,"11/18",170,14,NA,NA,"SCT",10,76,64,77,63,NA
1,"5/17/2015",1,1,0,"12:07:00 AM",0,"17/0","5/17/2015","0:19:00",0,1,1.4,-73.97234344,40.76253891,1,"N",-73.98484039,40.75340271,1,1,0,9.5,0.5,0.5,2.16,0,0.3,12.96,10022,"GHCND:USW00094728","NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US","5/17/2015",5,0,0,283,178,9,31924,0.428,74588.78505,"5%",26669,"New York",51000,"NY",31,924,23,485,86.4,1.9,0.1,9,0.1,0.9,170,17,0,"17/0",140,6,NA,NA,"OVC",8.8,64,57,70,58,NA
1,"5/7/2015",5,0,0,"10:54:00 AM",10,"7/10","5/7/2015","11:27:00",11,1,0.6,-73.97807312,40.75204468,1,"N",-74.0062561,40.70439148,2,0,1,3,0,0.5,0,0,0.3,3.8,10016,"GHCND:USW00094728","NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US","5/7/2015",0,0,0,267,133,10,54183,0.532,101847.7444,"5%",49764,"New York",51000,"NY",54,183,35,617,74.8,4,0.2,16.6,0.1,2,710,7,10,"7/10",NA,0,NA,722,"SCT",10,55,47,NA,NA,0
2,"5/29/2015",6,0,0,"8:59:00 PM",20,"29/20","5/29/2015","21:39:00",21,5,16.5,-73.96064758,40.75723267,2,"N",-73.78743744,40.64463806,1,1,0,52,0,0.5,10.56,0,0.3,63.36,10022,"GHCND:USW00094728","NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US","5/29/2015",0,0,0,294,183,18,31924,0.428,74588.78505,"5%",26669,"New York",51000,"NY",31,924,23,485,86.4,1.9,0.1,9,0.1,0.9,2920,29,20,"29/20",140,10,NA,260,"",10,74,55,NA,NA,0
2,"5/9/2015",7,0,1,"1:12:00 PM",13,"9/13","5/9/2015","13:25:00",13,1,2.2,-74.00749207,40.74326324,1,"N",-73.97976685,40.75183105,2,0,1,11,0,0.5,0,0,0.3,11.8,10011,"GHCND:USW00094728","NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US","5/9/2015",0,0,0,211,139,19,50984,0.661,77131.61876,"7%",46908,"New York",51000,"NY",50,984,33,252,80.3,4.6,0.2,8.9,0.1,2.9,913,9,13,"9/13",90,9,NA,3,"",1.5,60,56,NA,NA,0
1,"5/8/2015",6,0,0,"11:51:00 AM",11,"8/11","5/8/2015","12:16:00",12,1,5.8,-73.97412872,40.78369141,1,"N",-73.9838562,40.72949219,1,1,0,22,0,0.5,4.55,0,0.3,27.35,10024,"GHCND:USW00094728","NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US","5/8/2015",0,0,0,278,133,13,59283,0.858,69094.40559,"5%",51029,"New York",51000,"NY",59,283,33,952,83,5.7,0.2,5.5,0,2.9,811,8,11,"8/11",190,3,NA,1,"",0,54,53,56,53,0
2,"5/19/2015",3,0,0,"12:33:00 PM",12,"19/12","5/19/2015","12:57:00",12,1,3.58,-73.95417023,40.76414108,1,"N",-73.97750092,40.73279953,2,0,1,18.5,0,0.5,0,0,0.3,19.3,10065,"GHCND:USW00094728","NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US","5/19/2015",0,0,0,267,150,11,32270,0.382,84476.43979,"5%",28683,"New York",51000,"NY",32,270,22,754,86.1,1.8,0.1,8.9,0,1.3,1912,19,12,"19/12",NA,0,NA,NA,"OVC",0.2,60,57,68,57,NA
2,"5/2/2015",7,0,1,"3:45:00 PM",15,"2/15","5/2/2015","15:52:00",15,1,2.01,-73.96186066,40.76810837,1,"N",-73.9420166,40.78876114,1,1,0,8,0,0.5,1.76,0,0.3,10.56,10021,"GHCND:USW00094728","NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US","5/2/2015",0,0,0,233,89,13,43631,0.379,115121.372,"3%",36500,"New York",51000,"NY",43,631,28,628,88,1.8,0.1,7.3,0,0.9,215,2,15,"2/15",190,8,NA,NA,"SCT",10,55,41,NA,NA,NA
1,"5/25/2015",2,0,0,"9:33:00 AM",9,"25/9","5/25/2015","9:35:00",9,1,1.1,-73.99059296,40.74599075,1,"N",-73.98060608,40.76022339,2,0,1,5,0,0.5,0,0,0.3,5.8,10001,"GHCND:USW00094728","NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US","5/25/2015",0,0,0,294,178,22,21102,0.614,34368.07818,"9%",19050,"New York",51000,"NY",21,102,12,476,65,9,0.4,16.8,0,5,259,25,9,"25/9",180,6,NA,NA,"",10,58,52,NA,NA,NA
1,"5/6/2015",4,0,0,"6:22:00 AM",6,"6/6","5/6/2015","6:39:00",6,1,4.4,-73.942276,40.81240845,1,"N",-73.98833466,40.77900314,2,0,1,17,0,0.5,0,0,0.3,17.8,10037,"GHCND:USW00094728","NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US","5/6/2015",0,0,0,228,150,22,17416,0.257,67766.53696,"15%",14975,"New York",51000,"NY",17,416,9,451,8.4,77.2,0.7,1.7,0,7.9,66,6,6,"6/6",340,5,NA,NA,"OVC",10,66,54,66,55,NA
2,"5/16/2015",7,0,1,"4:21:00 PM",16,"16/16","5/16/2015","16:30:00",16,1,1.03,-73.98105621,40.77256012,1,"N",-73.96567535,40.76835251,1,1,0,7.5,0,0.5,1.66,0,0.3,9.96,10023,"GHCND:USW00094728","NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US","5/16/2015",76,0,0,239,139,9,60998,0.491,124232.1792,"6%",52669,"New York",51000,"NY",60,998,39,402,81.5,4.7,0.2,9,0,2.2,1616,16,16,"16/16",160,7,NA,150,"",10,69,57,NA,NA,0
2,"5/15/2015",6,0,0,"2:04:00 PM",14,"15/14","5/15/2015","14:26:00",14,1,3.11,-73.98348999,40.74386215,1,"N",-73.95014191,40.76879501,1,1,0,15.5,0,0.5,0.1,0,0.3,16.4,10016,"GHCND:USW00094728","NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US","5/15/2015",0,0,0,239,128,15,54183,0.532,101847.7444,"5%",49764,"New York",51000,"NY",54,183,35,617,74.8,4,0.2,16.6,0.1,2,1514,15,14,"15/14",200,6,NA,130,"",10,65,44,NA,NA,0
1,"5/6/2015",4,0,0,"8:51:00 PM",20,"6/20","5/6/2015","21:02:00",21,1,3,-73.97071838,40.75582123,1,"N",-73.95576477,40.7453537,1,1,0,11.5,0.5,0.5,2.55,0,0.3,15.35,10022,"GHCND:USW00094728","NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US","5/6/2015",0,0,0,228,150,22,31924,0.428,74588.78505,"5%",26669,"New York",51000,"NY",31,924,23,485,86.4,1.9,0.1,9,0.1,0.9,620,6,20,"6/20",110,14,NA,70,"",10,66,47,NA,NA,0
1,"5/19/2015",3,0,0,"9:45:00 AM",9,"19/9","5/19/2015","9:59:00",9,2,1.3,-74.0015564,40.74752808,1,"N",-74.00353241,40.73015594,2,0,1,9.5,0,0.5,0,0,0.3,10.3,10011,"GHCND:USW00094728","NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US","5/19/2015",0,0,0,267,150,11,50984,0.661,77131.61876,"7%",46908,"New York",51000,"NY",50,984,33,252,80.3,4.6,0.2,8.9,0.1,2.9,199,19,9,"19/9",90,6,NA,NA,"OVC",2,59,55,NA,NA,NA
1,"5/18/2015",2,0,0,"6:41:00 PM",18,"18/18","5/18/2015","18:52:00",18,1,0.8,-73.99768066,40.74590683,1,"N",-73.98802948,40.74980164,1,1,0,8,1,0.5,1.95,0,0.3,11.75,10001,"GHCND:USW00094728","NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US","5/18/2015",0,0,0,239,156,21,21102,0.614,34368.07818,"9%",19050,"New York",51000,"NY",21,102,12,476,65,9,0.4,16.8,0,5,1818,18,18,"18/18",100,17,NA,NA,"OVC",10,60,52,68,60,NA
2,"5/1/2015",6,0,0,"12:21:00 PM",12,"1/12","5/1/2015","12:53:00",12,1,3.68,-73.99633789,40.72359467,1,"N",-73.97749329,40.76634598,1,1,0,20.5,0,0.5,4.26,0,0.3,25.56,10012,"GHCND:USW00094728","NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US","5/1/2015",0,0,0,172,94,23,24090,0.323,74582.04334,"6%",22577,"New York",51000,"NY",24,90,14,633,75.6,2.5,0.1,16.5,0,2.2,112,1,12,"1/12",30,9,NA,NA,"BKN",10,50,40,63,48,NA
1,"5/1/2015",6,0,0,"5:56:00 PM",17,"1/17","5/1/2015","18:05:00",18,1,1.1,-73.97003174,40.76289368,1,"N",-73.97794342,40.74909592,1,1,0,8,1,0.5,2.45,0,0.3,12.25,10022,"GHCND:USW00094728","NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US","5/1/2015",0,0,0,172,94,23,31924,0.428,74588.78505,"5%",26669,"New York",51000,"NY",31,924,23,485,86.4,1.9,0.1,9,0.1,0.9,117,1,17,"1/17",170,13,NA,36,"",10,53,40,56,50,0
2,"5/2/2015",7,0,1,"11:02:00 PM",23,"2/23","5/2/2015","23:08:00",23,1,0.37,-73.98848724,40.76409531,1,"N",-73.99172211,40.75968552,1,1,0,5,0.5,0.5,1,0,0.3,7.3,10019,"GHCND:USW00094728","NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US","5/2/2015",0,0,0,233,89,13,42870,0.687,62401.74672,"7%",37839,"New York",51000,"NY",42,870,31,404,69.3,5.5,0.3,16.7,0.1,4.7,223,2,23,"2/23",170,10,NA,722,"SCT",10,49,39,57,49,0
2,"5/13/2015",4,0,0,"3:47:00 PM",15,"13/15","5/13/2015","15:53:00",15,3,0.62,-73.98604584,40.77769089,1,"N",-73.98061371,40.78503418,2,0,1,5.5,0,0.5,0,0,0.3,6.3,10023,"GHCND:USW00094728","NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US","5/13/2015",0,0,0,211,117,33,60998,0.491,124232.1792,"6%",52669,"New York",51000,"NY",60,998,39,402,81.5,4.7,0.2,9,0,2.2,1315,13,15,"13/15",320,21,NA,NA,"SCT",10,68,38,NA,NA,NA
2,"5/6/2015",4,0,0,"8:39:00 AM",8,"6/8","5/6/2015","8:47:00",8,1,0.79,-73.98589325,40.74385071,1,"N",-73.98777008,40.73487854,1,1,0,6.5,0,0.5,1.82,0,0.3,9.12,10016,"GHCND:USW00094728","NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US","5/6/2015",0,0,0,228,150,22,54183,0.532,101847.7444,"5%",49764,"New York",51000,"NY",54,183,35,617,74.8,4,0.2,16.6,0.1,2,68,6,8,"6/8",10,8,NA,100,"",10,68,41,NA,NA,0
2,"5/26/2015",3,0,0,"7:28:00 AM",7,"26/7","5/26/2015","7:33:00",7,1,1.06,-73.97331238,40.7440033,1,"N",-73.97449493,40.75476837,1,1,0,5.5,0,0.5,1,0,0.3,7.3,10016,"GHCND:USW00094728","NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US","5/26/2015",0,0,0,311,194,23,54183,0.532,101847.7444,"5%",49764,"New York",51000,"NY",54,183,35,617,74.8,4,0.2,16.6,0.1,2,267,26,7,"26/7",190,3,NA,722,"SCT",10,60,53,NA,NA,0
1,"5/19/2015",3,0,0,"9:14:00 AM",9,"19/9","5/19/2015","9:29:00",9,1,1.3,-73.9888382,40.74355316,1,"N",-73.98097992,40.75952911,2,0,1,10,0,0.5,0,0,0.3,10.8,10010,"GHCND:USW00094728","NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US","5/19/2015",0,0,0,267,150,11,31834,0.39,81625.64103,"8%",26722,"New York",51000,"NY",31,834,18,30,73.8,5.9,0.2,14.4,0.1,2.5,199,19,9,"19/9",90,6,NA,NA,"OVC",2,59,55,NA,NA,NA
2,"5/26/2015",3,0,0,"7:38:00 PM",19,"26/19","5/26/2015","19:57:00",19,1,2.38,-74.00311279,40.7387352,1,"N",-73.97479248,40.74187088,2,0,1,13,1,0.5,0,0,0.3,14.8,10014,"GHCND:USW00094728","NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US","5/26/2015",0,0,0,311,194,23,31959,0.55,58107.27273,"7%",29151,"New York",51000,"NY",31,959,21,689,87.9,2.1,0.2,5.9,0,1.2,2619,26,19,"26/19",180,20,26,250,"",10,75,60,NA,NA,0
2,"5/16/2015",7,0,1,"10:05:00 PM",22,"16/22","5/16/2015","22:14:00",22,1,1.91,-73.9978714,40.75652313,1,"N",-73.98839569,40.77887344,1,1,0,8,0.5,0.5,1.86,0,0.3,11.16,10018,"GHCND:USW00094728","NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US","5/16/2015",76,0,0,239,139,9,5229,0.322,16239.13043,"5%",4926,"New York",51000,"NY",5,229,4,425,57,7.6,0.3,25.7,0,6.2,1622,16,22,"16/22",140,5,NA,160,"",10,65,57,NA,NA,0
1,"5/11/2015",2,0,0,"11:43:00 AM",11,"11/11","5/11/2015","11:54:00",11,1,1.6,-73.9780426,40.77357864,1,"N",-73.9578476,40.76864624,1,1,0,9,0,0.5,1.95,0,0.3,11.75,10023,"GHCND:USW00094728","NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US","5/11/2015",0,0,0,289,211,17,60998,0.491,124232.1792,"6%",52669,"New York",51000,"NY",60,998,39,402,81.5,4.7,0.2,9,0,2.2,1111,11,11,"11/11",160,5,NA,13,"",2,64,63,NA,NA,NA
2,"5/31/2015",1,1,0,"10:48:00 AM",10,"31/10","5/31/2015","10:52:00",10,1,1.03,-73.97557831,40.78691101,1,"N",-73.97154999,40.79769897,1,1,0,5.5,0,0.5,1.26,0,0.3,7.56,10024,"GHCND:USW00094728","NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US","5/31/2015",371,0,0,306,139,25,59283,0.858,69094.40559,"5%",51029,"New York",51000,"NY",59,283,33,952,83,5.7,0.2,5.5,0,2.9,3110,31,10,"31/10",190,6,NA,250,"",10,65,60,NA,NA,0
2,"5/19/2015",3,0,0,"1:32:00 PM",13,"19/13","5/19/2015","13:44:00",13,5,0.9,-73.98669434,40.74257278,1,"N",-73.97919464,40.75293732,2,0,1,8.5,0,0.5,0,0,0.3,9.3,10010,"GHCND:USW00094728","NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US","5/19/2015",0,0,0,267,150,11,31834,0.39,81625.64103,"8%",26722,"New York",51000,"NY",31,834,18,30,73.8,5.9,0.2,14.4,0.1,2.5,1913,19,13,"19/13",NA,0,NA,3,"",1.3,63,59,NA,NA,0
1,"5/10/2015",1,1,0,"2:25:00 AM",2,"10/2","5/10/2015","2:33:00",2,1,1.9,-73.98770905,40.74420547,1,"N",-73.99256134,40.75671005,2,0,1,8.5,0.5,0.5,0,0,0.3,9.8,10001,"GHCND:USW00094728","NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US","5/10/2015",0,0,0,283,161,16,21102,0.614,34368.07818,"9%",19050,"New York",51000,"NY",21,102,12,476,65,9,0.4,16.8,0,5,102,10,2,"10/2",NA,0,NA,2,"",0.3,61,58,NA,NA,0
